1,1,1
2,1,3
3,1,7
4,1,3
4,1,5
5,1,5
5,1,6
1,2,1
2,2,8
3,2,9
4,2,8
4,2,5
4,2,10
5,2,9
5,2,5
5,2,11
1,4,2
2,4,9
3,4,8
4,4,9
4,4,5
4,4,11
5,4,8
5,4,5
5,4,10
1,5,1
2,5,14
3,5,15
4,5,14
4,5,5
5,5,15
5,5,5
1,6,17
2,6,18
3,6,18
4,6,18
4,6,5
5,6,18
5,6,5
1,7,20
1,7,21
2,7,21
3,7,23
4,7,21
5,7,23
1,8,1
2,8,24
3,8,25
4,8,24
4,8,5
5,8,5
5,8,25
1,3,2
2,3,6
3,3,3
4,3,6
4,3,5
5,3,5
5,3,3
1,9,1
2,9,26
3,9,27
4,9,5
4,9,26
5,9,5
5,9,27
1,10,2
2,10,25
3,10,28
4,10,29
4,10,5
5,10,28
5,10,5
